"PGN","Parameter Group Label","PGN Length","Transmission Rate","Acronym","pos","SPN length","SPN","Name","Description","Data Range","Operational Range","Resolution","Ofset","Units","Date SPN was added to PGN","Status of SPN addition to PGN","Date SPN was added_or_modified","Status of SPN","SPN Doc","PGN Doc"
61453,"Land Leveling System Operational Information","8","100 ms","LOI","2.5",4,3334,"Left Blade Control Mode Operator Control","This parameter indicates the left blade control mode operator control state the user has set for the land leveling system.  The operator control value directly relates to the current operator control state correlating to the left edge of the blade.  The purpose of this parameter is to set the control mode (auto/manual) for the left side of the blade. For this system, the left and right side of the blade can be adjusted independently of each other to either change the elevation from a given reference point or the blade angle (also known as blade tilt)/cross slope depending on the function requested by the operator.

This parameter is intended for use in systems using two parameters (right/left) to control the blade as described above.  Systems using only one parameter to control blade position, i.e. elevation, should use the Blade Control Mode Switch parameter. Only one of the following states will be active at a time.   In the example below, data values are defined for each switch type that may be used in an application.  The purpose of the following switch information is to define what data should be reported based on what type of switch is used.

1.  A toggle button with two states can be used, in which the button is either in the manual or the auto position at all times.  

Toggle button usage is as follows:
     Manual Button Pressed       = 0010    Manual Operator Control Request
     Automatic Button Pressed  = 0011    Automatic Operator Control Request
     Invalid Switch Input(ex. auto and manual read/pressed simultaneously)  = 1110    Error Indicator

2. The momentary rocker switch may be used, where the default is the no button pressed position.  The user can press the rocker into the manual position, and when pressure is released, it will return to the no button pressed position.  The user may also press the rocker into the auto position, and when pressure is released, it will return to the no button pressed position.

Momentary rocker button usage is as follows:

     No button pressed                = 0000    No change
     Manual Button Pressed       = 0010    Manual Operator Control Request
     Automatic Button Pressed  = 0011    Automatic Operator Control Request
     Invalid Switch Input(ex. auto and manual read/pressed simultaneously)  = 1110    Error Indicator

3.  The momentary contact button pair may be used, where the default is no buttons being pressed.  The user can press the manual button, and when pressure is released, it will return to the no button pressed position.  The user may press the auto button, and when pressure is released, it will return to the no button pressed position.

Momentary contact buttons (button pair) usage is as follows:

     No button pressed                = 0000    No change
     Manual Button Pressed       = 0010    Manual Operator Control Request
     Automatic Button Pressed  = 0011    Automatic Operator Control Request
     Invalid Switch Input(ex. auto and manual read/pressed simultaneously)  = 1110    Error Indicator

4.  The momentary contact single button may be used, where the default is no button being pressed.  The user can press the button, which is the button pressed position, and when pressure is released, it will return to the no button pressed position.  The controller receiving this command will keep track of what mode the blade is in, auto or manual.  If the blade is in manual mode to begin with, one press of the button will change to mode to auto.  If the button is pressed again, the blade will be put into manual mode.

Momentary contact button (single button) usage is as follows:

    No button pressed                = 0000    No change
    Mode Button Pressed          = 0001    Momentary Operator Control Request


Data Values and Descriptions:

0000    No Change
0001    Momentary Operator Control Request
0010    Manual Operator Control Request
0011    Automatic Operator Control Request
1100 - 1101   Reserved
1110    Error Indicator
1111    Not Installed

Notes:
1.  The operator control state can be read in two ways.  One method uses the direct operator control input to determine the operator control state, while the second method relies on a secondary control to read the operator control input, then relay the information on the data link.  The parameter is designed to provide the actual operator control state to other controls that need the information.
2.  Other systems with automated blade controls should be able to use this parameter, since it is an actual operator control value.","0 to 15",,"16 states/4 bit",0,"bit",19 de mai de 04,"Published",19/05/2004,"Published","J1939-71","J1939-71"
61453,"Land Leveling System Operational Information","8","100 ms","LOI","3.1",4,3335,"Right Blade Control Mode Operator Control","This parameter indicates the right blade control mode operator control state the user has set for the land leveling system.  The operator control value directly relates to the current operator control state correlating to the left edge of the blade.  The purpose of this parameter is to set the control mode (auto/manual) for the left side of the blade. For this system, the left and right side of the blade can be adjusted independently of each other to either change the elevation from a given reference point or the blade angle (also known as blade tilt)/cross slope depending on the function requested by the operator.

This parameter is intended for use in systems using two parameters(right/left) to control the blade as described above.  Systems using only one parameter to control blade position, i.e. elevation, should use the Blade Control Mode Switch parameter. Only one of the following states will be active at a time.   In the example below, data values are defined for each switch type that may be used in an application.  The purpose of the following switch information is to define what data should be reported based on what type of switch is used.

1.  A toggle button with two states can be used, in which the button is either in the manual or the auto position at all times.  

Toggle button usage is as follows:
     Manual Button Pressed       = 0010    Manual Operator Control Request
     Automatic Button Pressed  = 0011    Automatic Operator Control Request
     Invalid Switch Input(ex. auto and manual read/pressed simultaneously)  = 1110    Error Indicator

2. The momentary rocker switch may be used, where the default is the no button pressed position.  The user can press the rocker into the manual position, and when pressure is released, it will return to the no button pressed position.  The user may also press the rocker into the auto position, and when pressure is released, it will return to the no button pressed position.

Momentary rocker button usage is as follows:
     No button pressed                = 0000    No change
     Manual Button Pressed       = 0010    Manual Operator Control Request
     Automatic Button Pressed  = 0011    Automatic Operator Control Request
     Invalid Switch Input(ex. auto and manual read/pressed simultaneously)  = 1110    Error Indicator

3.  The momentary contact button pair may be used, where the default is no buttons being pressed.  The user can press the manual button, and when pressure is released, it will return to the no button pressed position.  The user may press the auto button, and when pressure is released, it will return to the no button pressed position.

Momentary contact buttons (button pair) usage is as follows:
     No button pressed                = 0000    No change
     Manual Button Pressed       = 0010    Manual Operator Control Request
     Automatic Button Pressed  = 0011    Automatic Operator Control Request
     Invalid Switch Input(ex. auto and manual read/pressed simultaneously)  = 1110    Error Indicator

4.  The momentary contact single button may be used, where the default is no button being pressed.  The user can press the button, which is the button pressed position, and when pressure is released, it will return to the no button pressed position.  The controller receiving this command will keep track of what mode the blade is in, auto or manual.  If the blade is in manual mode to begin with, one press of the button will change to mode to auto.  If the button is pressed again, the blade will be put into manual mode.

Momentary contact button (single button) usage is as follows:
    No button pressed                = 0000    No change
    Mode Button Pressed          = 0001    Momentary Operator Control Request

Data Values and Descriptions:
0000    No Change
0001    Momentary Operator Control Request
0010    Manual Operator Control Request
0011    Automatic Operator Control Request
1110    Error Indicator
1111    Not Installed
All other values reserved","0 to 15",,"16 states/4 bit",0,"bit",19 de mai de 04,"Published",19/05/2004,"Published","J1939-71","J1939-71"
61453,"Land Leveling System Operational Information","8","100 ms","LOI","3.5",4,3336,"Left Desired Blade Offset Operator Control","This parameter indicates the left blade offset operator control state the user has set for the land leveling system.  The left desired blade offset value is the offset measured from a given reference point to the bottom left edge of the blade. This parameter will only be used when the control mode for land leveling system has been set to auto. The purpose of this parameter is to adjust the elevation from a given reference point or the blade angle(also known as blade tilt)/cross slope depending on the function being requested by the operator for the left side of the blade.

This parameter is intended for use in systems using two parameters(left/right) to control the blade as described above.  Systems using only one parameter to control blade position, i.e. elevation, should use the Desired Blade Offset Switch parameter. Only one of the following states will be active at a time.

In the example below, data values are defined for each switch type that may be used in an application.  The purpose of the following switch information is to define what data should be reported based on what type of switch is used.

1. The momentary rocker switch may be used, where the default is the neutral position with no buttons pressed.  The user can press the rocker into the increment button pressed position, and when pressure is released, it will return to the neutral position.  The user may also press the rocker into the decrement button pressed position, and when pressure is released, it will return to the neutral position.  Momentary rocker button usage is as follows:

     Neutral position = 0000  No Operator Control Request
     Increment Button Pressed  = 0001   Increment Operator Control Request
     Decrement Button Pressed  = 0010   Decrement Operator Control Request
     Invalid Switch Input(ex. inc./dec. values read simultaneously)  = 1110    Error Indicator

2. The momentary contact button pair may be used, where the default is the neutral position with no buttons pressed.  The user can press the increment button, and when pressure is released, it will return to the neutral position.  The user may press the decrement button, and when pressure is released, it will return to the neutral position.  Momentary contact button (button pair) usage is as follows:

      No Button Pressed = 0000 No Operator Control Request
      Increment Button Pressed  = 0001 Increment Operator Control Request
      Decrement Button Pressed  = 0010 Decrement Operator Control Request
      Invalid Switch Input(ex. inc./dec. values read simultaneously)  = 1110 Error Indicator

Data Values and Descriptions:
0000 No Operator Control Request
0001 Increment Operator Control Request
0010 Decrement Operator Control Request
0011 - 1101  Reserved
1110 Error Indicator
1111 Not installed

Notes:  

1.  The operator control state can be read in two ways.  One method uses the direct operator control input to determine the operator control state, while the second method relies on a secondary control to read the operator control input, then relay the information on the data link.  The parameter is designed to provide the actual operator control state to other controls that need the information.
2.  Other systems with automated blade controls should be able to use this parameter, since it is an actual operator control value.","0 to 15",,"16 states/4 bit",0,"bit",19 de mai de 04,"Published",19/05/2004,"Published","J1939-71","J1939-71"
61453,"Land Leveling System Operational Information","8","100 ms","LOI","4.1",4,3337,"Right Desired Blade Offset Operator Control","This parameter indicates the right blade offset operator control state the user has set for the land leveling system.  The right desired blade offset value is the offset measured from a given reference point to the bottom right edge of the blade. This parameter will only be used when the control mode for land leveling system has been set to auto. The purpose of this parameter is to adjust the elevation from a given reference point or the blade angle(also known as blade tilt)/cross slope depending on the function being requested by the operator for the left side of the blade.

This parameter is intended for use in systems using two parameters(left/right) to control the blade as described above.  Systems using only one parameter to control blade position, i.e. elevation, should use the Desired Blade Offset Switch parameter. Only one of the following states will be active at a time.

In the example below, data values are defined for each switch type that may be used in an application.  The purpose of the following switch information is to define what data should be reported based on what type of switch is used.

1. The momentary rocker switch may be used, where the default is the neutral position with no buttons pressed.  The user can press the rocker into the increment button pressed position, and when pressure is released, it will return to the neutral position.  The user may also press the rocker into the decrement button pressed position, and when pressure is released, it will return to the neutral position.  Momentary rocker button usage is as follows:

     Neutral position = 0000  No Operator Control Request
     Increment Button Pressed  = 0001   Increment Operator Control Request
     Decrement Button Pressed  = 0010   Decrement Operator Control Request
     Invalid Switch Input(ex. inc./dec. values read simultaneously)  = 1110    Error Indicator

2. The momentary contact button pair may be used, where the default is the neutral position with no buttons pressed.  The user can press the increment button, and when pressure is released, it will return to the neutral position.  The user may press the decrement button, and when pressure is released, it will return to the neutral position.  Momentary contact button (button pair) usage is as follows:

      No Button Pressed = 0000 No Operator Control Request
      Increment Button Pressed  = 0001 Increment Operator Control Request
      Decrement Button Pressed  = 0010 Decrement Operator Control Request
      Invalid Switch Input(ex. inc./dec. values read simultaneously)  = 1110 Error Indicator

Data Values and Descriptions:
0000 No Operator Control Request
0001 Increment Operator Control Request
0010 Decrement Operator Control Request
0011 - 1101  Reserved
1110 Error Indicator
1111 Not installed

Notes:  

1.  The operator control state can be read in two ways.  One method uses the direct operator control input to determine the operator control state, while the second method relies on a secondary control to read the operator control input, then relay the information on the data link.  The parameter is designed to provide the actual operator control state to other controls that need the information.
2.  Other systems with automated blade controls should be able to use this parameter, since it is an actual operator control value.","0 to 15",,"16 states/4 bit",0,"bit",19 de mai de 04,"Published",19/05/2004,"Published","J1939-71","J1939-71"
61453,"Land Leveling System Operational Information","8","100 ms","LOI","4.5",4,3338,"Side-shift Blade Control Mode Operator Control","This parameter indicates the side-shift offset operator control state the user has set for the land leveling system. When an implement moves in a side-shift direction, it moves from side to side, usually along its longitudinal axis. The desired side-shift offset value is the offset measured from a given vertical reference point to the center of the blade.

Only one of the following states will be active at a time. In the example below, the data values are defined for each switch type that may be used in an application. The purpose of the following switch information is to define what data should be reported based on what type of switch is used.

1. The momentary rocker switch may be used, where the default is the neutral position with no buttons pressed. The user can press the rocker into the increment button pressed position, and when pressure is released, it will return to the neutral position. The user may also press the rocker into the decrement button pressed position, and when pressure is released, it will return to the neutral position.  Momentary rocker button usage is as follows:

 - Neutral position = 0000   No Operator Control Request
 - Increment Button Pressed = 0001 Increment Operator Control Request
 - Decrement Button Pressed = 0010 Decrement Operator Control Request

2. The momentary contact button pair may be used, where the default is the neutral position with no buttons pressed. The user can press the increment button, and when pressure is released, it will return to the neutral position. The user may press the decrement button, and when pressure is released, it will return to the neutral position. Momentary contact button (button pair) usage is as follows:

 - No Button Pressed = 0000 No Operator Control Request
 - Increment Button Pressed = 0001 Increment Operator Control Request
 - Decrement Button Pressed = 0010 Decrement Operator Control Request

Data Values and Descriptions:

0000 No Operator Control Request
0001 Increment Operator Control Request
0010 Decrement Operator Control Request
0011-1101 Reserved
1110 Error Indicator
1111 Not installed","0 to 15",,"16 states/4 bit",0,"bit",19 de mai de 04,"Published",19/05/2004,"Published","J1939-71","J1939-71"
61453,"Land Leveling System Operational Information","8","100 ms","LOI","5.1",4,3339,"Side-shift Desired Blade Offset Operator Control","This parameter indicates the side-shift blade control mode operator control state the user has set for the land leveling system.  When an implement moves in a side-shift direction, it moves from side to side, usually along its longitudinal axis.

The operator control value directly correlates to the current operator control state.  Only one of the following states will be active at a time.  In the example below, the data values are defined for each switch type that may be used in an application.  The purpose of the following switch information is to define what data should be reported based on what type of switch is used.

1.  A toggle button with two states can be used, in which the button is either in the manual or the auto position at all times.  Toggle button usage is as follows:
     Manual Position  = 0010 Manual Operator Control Request
     Auto Position  = 0011 Automatic Operator Control Request

2.  The momentary rocker switch may be used, where the default is the no button pressed position.  The user can press the rocker into the manual position, and when pressure is released, it will return to the no button pressed position.  The user may also press the rocker into the auto position, and when pressure is released, it will return to the no button pressed position.  Momentary rocker button usage is as follows:
     No Button Pressed = 0000 No Operator Control Request
     Manual Button Pressed  = 0010 Manual Operator Control Request
     Auto Button Pressed  = 0011 Automatic Operator Control Request

3.  The momentary contact button pair may be used, where the default is no buttons being pressed.  The user can press the manual button, and when pressure is released, it will return to the no button pressed position.  The user may press the auto button, and when pressure is released, it will return to the no button pressed position.  Momentary contact buttons (button pair) usage is as follows:
     No Button Pressed = 0000 No Operator Control Request
     Manual Button Pressed  = 0010 Manual Operator Control Request
     Auto Button Pressed  = 0011 Automatic Operator Control Request

4.  The momentary contact single button may be used, where the default is no button being pressed.  The user can press the button, which is the button pressed position, and when pressure is released, it will return to the no button pressed position.  The controller receiving this command will keep track of what mode the blade is in, auto or manual.  If the blade is in manual mode to begin with, one press of the button will change to mode to auto.  If the button is pressed again, the blade will be put into manual mode.  Momentary contact button (single button) usage is as follows:
     No Button Pressed = 0000 No Operator Control Request
     Button Pressed  = 0001 Momentary Operator Control Request

Data Values and Descriptions:
0000 No Operator Control Request
0001 Momentary Operator Control Request
0010 Manual Operator Control Request
0011 Automatic Operator Control Request
0100 - 1101   Reserved
1110 Error Indicator
1111 Not Installed","0 to 15",,"16 states/4 bit",0,"bit",19 de mai de 04,"Published",19/05/2004,"Published","J1939-71","J1939-71"
61454,"Aftertreatment 1 Intake Gas 1","8","50 ms","AT1IG1","1-2",16,3216,"Aftertreatment 1 Intake NOx","The amount of combined NO and NO2 in the exhaust entering the aftertreatment system measured by a NOx sensor at the aftertreatment intake, represented in NOx molecule parts per million non-NOx molecules in exhaust bank 1.","-200 to 3012.75 ppm",,"0.05 ppm/bit",-200,"ppm",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61454,"Aftertreatment 1 Intake Gas 1","8","50 ms","AT1IG1","3-4",16,3217,"Aftertreatment 1 Intake %O2","The actual oxidation factor (%O2) of the gas within the exhaust stream.  For positive values, the parameter represents the percent oxygen in excess of the amount required for stoichiometric combustion.  For negative values, the parameter is proportional to the amount of oxygen being pumped by the sensor.  This value is measured by a sensor at the aftertreatment intake in exhaust bank 1.

A value of -12% (0x0000) indicates rich, a value of 21% (0xFAFF) indicates lean.  These data points could optionally be used with switching O2 sensors to indicate those states as alternatives to broadcasting the threshold %O2 values. Diagnostic Tools could change display to use the text ""Rich"" or ""Lean"" in place of the implied %O2 values which would also be acceptable for display.","-12% to 21%",,"0.000514 %/bit",-12,"%",4 de mar de 04,"Published",21/02/2007,"Approved","J1939-71","J1939-71"
61454,"Aftertreatment 1 Intake Gas 1","8","50 ms","AT1IG1","5.1",2,3218,"Aftertreatment 1 Intake Gas Sensor Power In Range","Indicates that the power supplied to the aftertreatment intake gas sensor, either NOx or O2, is within the manufacturer’s specification in exhaust bank 1.

00 - Not in range
01 - In range
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61454,"Aftertreatment 1 Intake Gas 1","8","50 ms","AT1IG1","5.3",2,3219,"Aftertreatment 1 Intake Gas Sensor at Temperature","Indicates that the heater element of the aftertreatment intake gas sensor, either NOx or O2, is within the manufacturer’s specified range for accurate measurements in exhaust bank 1.","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61454,"Aftertreatment 1 Intake Gas 1","8","50 ms","AT1IG1","5.5",2,3220,"Aftertreatment 1 Intake NOx Reading Stable","Indicates that the NOx reading of the aftertreatment intake NOx sensor is stable as determined by the manufacturer’s control software in exhaust bank 1.

00 - Not stable
01 - Stable
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61454,"Aftertreatment 1 Intake Gas 1","8","50 ms","AT1IG1","5.7",2,3221,"Aftertreatment 1 Intake Wide-Range % O2 Reading Stable","Indicates that the %O2 reading of the aftertreatment intake gas sensor, either NOx or O2, is stable as determined by the manufacturer's control software in exhaust bank 1.

00 - Not stable
01 - Stable
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61454,"Aftertreatment 1 Intake Gas 1","8","50 ms","AT1IG1","6.1",5,3222,"Aftertreatment 1 Intake Gas Sensor Heater Preliminary FMI","Used to identify the applicable J1939-73 FMI detected in the heater of the intake exhaust gas sensor, either NOx or O2, by the manufacturer’s sensor control software in exhaust bank 1.  When there is no failure FMI 31 is sent.  In the case of multiple failures the most severe is communicated.","0 to 31",,"Binary",0,"binary",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61454,"Aftertreatment 1 Intake Gas 1","8","50 ms","AT1IG1","6.6",2,3223,"Aftertreatment 1 Intake Gas Sensor Heater Control","Indicates the heater status in the warm-up process.  Upon receiving a power-up command, the gas sensor ramps up according to a manufacturer defined profile.  The Preheat 1, Preheat 2, and Automatic messages are regions within this profile in exhaust bank 1.

00 - Automatic
01 - Preheat 2
10 - Preheat 1
11 - Heater off","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61454,"Aftertreatment 1 Intake Gas 1","8","50 ms","AT1IG1","7.1",5,3224,"Aftertreatment 1 Intake NOx Sensor Preliminary FMI","Used to identify the applicable J1939-73 FMI detected in the aftertreatment intake NOx sensor by the manufacturer’s sensor control software in exhaust bank 1.  When there is no failure FMI 31 is sent.  In the case of multiple failures the most severe is communicated.","0 to 31",,"Binary",0,"binary",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61454,"Aftertreatment 1 Intake Gas 1","8","50 ms","AT1IG1","8.1",5,3225,"Aftertreatment 1 Intake Oxygen Sensor Preliminary FMI","Used to identify the applicable J1939-73 FMI detected in the aftertreatment intake oxygen sensor by the manufacturer’s sensor control software in exhaust bank 1.  When there is no failure FMI 31 is sent.  In the case of multiple failures the most severe is communicated.","0 to 31",,"Binary",0,"binary",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61455,"Aftertreatment 1 Outlet Gas 1","8","50 ms","AT1OG1","1-2",16,3226,"Aftertreatment 1 Outlet NOx","The amount of combined NO and NO2 in the exhaust entering the aftertreatment system measured by a NOx sensor at the aftertreatment outlet, represented in NOx molecule parts per million non-NOx molecules in exhaust bank 1.","-200 to 3012.75 ppm",,"0.05 ppm/bit",-200,"ppm",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61455,"Aftertreatment 1 Outlet Gas 1","8","50 ms","AT1OG1","3-4",16,3227,"Aftertreatment 1 Outlet %O2","The actual oxidation factor (%O2) of the gas within the exhaust stream.  For positive values, the parameter represents the percent oxygen in excess of the amount required for stoichiometric combustion.  For negative values, the parameter is proportional to the amount of oxygen being pumped by the sensor.  This value is measured by a sensor at the aftertreatment outlet in exhaust bank 1.

A value of -12% (0x0000) indicates rich, a value of 21% (0xFAFF) indicates lean.  These data points could optionally be used with switching O2 sensors to indicate those states as alternatives to broadcasting the threshold %O2 values. Diagnostic Tools could change display to use the text ""Rich"" or ""Lean"" in place of the implied %O2 values which would also be acceptable for display.","-12% to 21%",,"0.000514 %/bit",-12,"%",4 de mar de 04,"Published",21/02/2007,"Approved","J1939-71","J1939-71"
61455,"Aftertreatment 1 Outlet Gas 1","8","50 ms","AT1OG1","5.1",2,3228,"Aftertreatment 1 Outlet Gas Sensor Power In Range","Indicates that the power supplied to the aftertreatment outlet gas sensor, either NOx or O2, is within the manufacturer’s specification in exhaust bank 1.

00 - Not in range
01 - In range
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61455,"Aftertreatment 1 Outlet Gas 1","8","50 ms","AT1OG1","5.3",2,3229,"Aftertreatment 1 Outlet Gas Sensor at Temperature","Indicates that the heater element of the aftertreatment outlet gas sensor, either NOx or O2, is within the manufacturer’s specified range for accurate measurements in exhaust bank 1.

00 - Not in range
01 - In range
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61455,"Aftertreatment 1 Outlet Gas 1","8","50 ms","AT1OG1","5.5",2,3230,"Aftertreatment 1 Outlet NOx Reading Stable","Indicates that the NOx reading of the aftertreatment outlet NOx sensor is stable as determined by the manufacturer’s control software in exhaust bank 1.

00 - Not stable
01 - Stable
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61455,"Aftertreatment 1 Outlet Gas 1","8","50 ms","AT1OG1","5.7",2,3231,"Aftertreatment 1 Outlet Wide-Range %O2 Reading Stable","Indicates that the %O2 reading of the aftertreatment outlet gas sensor, either NOx or O2, is stable as determined by the manufacturer's control software in exhaust bank 1.

00 - Not stable
01 - Stable
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61455,"Aftertreatment 1 Outlet Gas 1","8","50 ms","AT1OG1","6.1",5,3232,"Aftertreatment 1 Outlet Gas Sensor Heater Preliminary FMI","Used to identify the applicable J1939-73 FMI detected in the heater of the outlet exhaust gas sensor, either NOx or O2, by the manufacturer’s sensor control software in exhaust bank 1.  When there is no failure FMI 31 is sent.  In the case of multiple failures the most severe is communicated.","0 to 31",,"Binary",0,"binary",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61455,"Aftertreatment 1 Outlet Gas 1","8","50 ms","AT1OG1","6.6",2,3233,"Aftertreatment 1 Outlet Gas Sensor Heater Control","Indicates the heater status in the warm-up process.  Upon receiving a power-up command, the gas sensor ramps up according to a manufacturer defined profile.  The Preheat 1, Preheat 2, and Automatic messages are regions within this profile in exhaust bank 1.

00 - Automatic
01 - Preheat 2
10 - Preheat 1
11 - Heater off","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61455,"Aftertreatment 1 Outlet Gas 1","8","50 ms","AT1OG1","7.1",5,3234,"Aftertreatment 1 Outlet NOx Sensor Preliminary FMI","Used to identify the applicable J1939-73 FMI detected in the aftertreatment outlet NOx sensor by the manufacturer’s sensor control software in exhaust bank 1.  When there is no failure FMI 31 is sent.  In the case of multiple failures the most severe is communicated.","0 to 31",,"Binary",0,"binary",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61455,"Aftertreatment 1 Outlet Gas 1","8","50 ms","AT1OG1","8.1",5,3235,"Aftertreatment 1 Outlet Oxygen Sensor Preliminary FMI","Used to identify the applicable J1939-73 FMI detected in the aftertreatment outlet oxygen sensor by the manufacturer’s sensor control software in exhaust bank 1.  When there is no failure FMI 31 is sent.  In the case of multiple failures the most severe is communicated.","0 to 31",,"Binary",0,"binary",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61456,"Aftertreatment 2 Intake Gas 1","8","50 ms","AT2IG1","1-2",16,3255,"Aftertreatment 2 Intake NOx","The amount of combined NO and NO2 in the exhaust entering the aftertreatment system measured by a NOx sensor at the aftertreatment intake, represented in NOx molecule parts per million non-NOx molecules in exhaust bank 2.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)","-200 to 3012.75 ppm",,"0.05 ppm/bit",-200,"ppm",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61456,"Aftertreatment 2 Intake Gas 1","8","50 ms","AT2IG1","3-4",16,3256,"Aftertreatment 2 Intake %O2","The actual oxidation factor (%O2) of the gas within the exhaust stream.  For positive values, the parameter represents the percent oxygen in excess of the amount required for stoichiometric combustion.  For negative values, the parameter is proportional to the amount of oxygen being pumped by the sensor.  This value is measured by a sensor at the aftertreatment intake in exhaust bank 2.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)

A value of -12% (0x0000) indicates rich, a value of 21% (0xFAFF) indicates lean.  These data points could optionally be used with switching O2 sensors to indicate those states as alternatives to broadcasting the threshold %O2 values. Diagnostic Tools could change display to use the text ""Rich"" or ""Lean"" in place of the implied %O2 values which would also be acceptable for display.","-12% to 21%",,"0.000514 %/bit",-12,"%",4 de mar de 04,"Published",21/02/2007,"Approved","J1939-71","J1939-71"
61456,"Aftertreatment 2 Intake Gas 1","8","50 ms","AT2IG1","5.1",2,3257,"Aftertreatment 2 Intake Gas Sensor Power In Range","Indicates that the power supplied to the aftertreatment intake gas sensor, either NOx or O2, is within the manufacturer’s specification in exhaust bank 2.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)

00 - Not in range
01 - In range
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61456,"Aftertreatment 2 Intake Gas 1","8","50 ms","AT2IG1","5.3",2,3258,"Aftertreatment 2 Intake Gas Sensor at Temperature","Indicates that the heater element of the aftertreatment intake gas sensor, either NOx or O2, is within the manufacturer’s specified range for accurate measurements in exhaust bank 2.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)

00 - Not in range
01 - In range
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61456,"Aftertreatment 2 Intake Gas 1","8","50 ms","AT2IG1","5.5",2,3259,"Aftertreatment 2 Intake NOx Reading Stable"," Indicates that the NOx reading of the aftertreatment intake NOx sensor is stable as determined by the manufacturer’s control software in exhaust bank 2.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)

00 - Not stable
01 - Stable
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
61456,"Aftertreatment 2 Intake Gas 1","8","50 ms","AT2IG1","5.7",2,3260,"Aftertreatment 2 Intake Wide-Range % O2 Reading Stable"," Indicates that the %O2 reading of the aftertreatment intake gas sensor, either NOx or O2, is stable as determined by the manufacturer's control software in exhaust bank 2.  (For a single exhaust bank system, refer to parameters in PGNs ATI1, ATO1, EEC3, ATI2, ATO2 and ATM1.)

00 - Not stable
01 - Stable
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
